o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
8289,427,Vb,453.06,1903-11-29,tQ,uggwgjd,1,Hs
8290,635,oW,858.53,2010-01-28," W",QeXzsfdi,1,dK
8291,33,qK,557.59,1915-01-16,Jg,iTunwVs,4,wE
8292,806,Ai,978.06,2000-05-02,Pe,SDFtgnKv,4,IV
8293,235,uA,134.56,1968-10-17,ag,AMyoIyNZJI,3,Dq
8294,45,cB,64.39,1978-03-06,jv,doEIQFdfvv,2,yP
8295,821,Ez,275.17,1989-03-03,lc,eu Tis,3,tS
8296,659,MZ,198.48,2017-06-21,rV,pNRB,1,eo
8297,831,PR,979.43,2016-11-04,Kx,Eh,3,EQ
8298,63,vo,894.36,1993-07-07,bM,LdGtzel,3,Sv
8299,771,UG,66.1,1932-02-25,mf,gkaS,3,WN
8300,703,qd,120.32,1919-01-20,VX,BKRWt,2,kn
8301,992,rL,459.85,1951-04-18,WT,eSuNyjm,5,kd
8302,998,xe,984.57,1987-11-09,Ih,ljj zS,2,KK
8303,853,jD,369.3,1966-08-28,EH,qwaJp,5,ww
8304,762,CT,688.95,2019-12-26,BG,rHCyEtzTt,4,OO
8305,367,xO,599.57,1918-02-08,Qc,gv,3,DU
8306,189,UW,218.69,1918-09-07,rI,CdVQc,3,CA
8307,916,gi,551.61,1905-08-16,UC,bDgIP,3,Vj
8308,329,qS,345.04,1952-10-08,qs,NBfo,5,cq
8309,70,NW,585.57,1978-06-01,Fp,xLEPAvyX,2,Je
8310,258,xJ,42.27,1955-07-21,lA,Swkg,3,YO
8311,442,Hu,27.61,2007-11-13,Qj,XIJNIhPw,1,xN
8312,672,WY,236.33,2001-04-21,QZ,"CW ",3,dr
8313,520,xp,120.91,1970-11-05,xX,YGLAYoDiV,4,lI
8314,977,aQ,825.39,1961-05-14," I",uWiuAd,4,NO
8315,563,YM,816.28,1909-01-14,NN,RR PDsoLf,3,oT
8316,366,me,156.06,2003-08-11,wp,CGYNV,4,yf
8317,125,Yh,173.23,1928-10-09,Ui,rAGYaIruX,4,Gy
8318,544,sD,585.51,1935-11-06,QK,"fQYgJ ",1,nD
8319,19,dV,726.57,1968-05-26,qn,NVOZfGXLjp,2,Ml
8320,588,LV,16.03,1933-03-28,eO,ADuw,4,"A "
8321,498,Zh,231.17,1963-04-19,"h ",sYo,1,Vd
8322,974,QQ,625.55,2010-04-02,em," dJZs r",5,zw
8323,789,Tk,177.22,1963-08-01,UY,EiETBUhMQ,2," P"
8324,712,hF,310.6,1912-05-29,aX,mRCUpfau,3,AX
8325,873,xa,141.36,2015-03-08,qn,IuLEJJPpMl,2,qM
8326,841,jc,458.88,1954-05-19,za,qxMloKNz,2,XW
8327,511," o",292.69,1990-12-22,ZI,"j GssEuEg ",2,bA
8328,210,tj,294.07,1910-11-12,rO,ghjrKp,3,GM
8329,868,wm,587.57,1966-06-15,sq,NHFbdsm,1,BA
8330,605,Mn,823.75,1971-11-19,ii,vTCsE,3,Qe
8331,395,uW,780.06,1910-02-17,iQ,"ssDgWBfuL ",2,RI
8332,312,Tf,317.98,1919-03-29,rH,nCicDPLk,1,so
8333,647,cI,439.25,1966-07-26,Zs,KCBBVO,3,UL
8334,834,lI,557.24,2018-10-07,tf,lulmqWAvC,5,Wv
8335,315,GV,416.95,2006-01-24,Vf,XyPEt,1,wJ
8336,97,Am,332.47,1917-03-24,UT,ZxsZXtVlMS,1,VN
8337,924,SQ,710.3,1964-03-19,Dv,nOBbc,1,iB
8338,515,zv,536.59,2004-10-07,mz,AjTcaO,3,RP
8339,998,Cp,721.47,1948-03-13,TO,PnO,4,Rn
8340,770,jH,335.46,1952-08-08,ZK," LHBZ",3,kg
8341,631,aK,472.99,1907-05-18,io,COUOFPx,4,uM
8342,536,Vq,161.09,1939-02-21,bK,qwlu,3,fP
8343,78,Lo,953.27,2000-03-04,uD,MmrOGt,5,IE
8344,739,yO,769.86,1994-03-21,WW,RePAmL,1,cP
8345,740,Rl,303.28,2004-08-06,"F ",hy,4,me
8346,1,tu,394.7,2006-03-13,Gl,uSFJ,1,ZR
8347,294,np,620.16,1936-04-02,gt,OyT,3,Sr
8348,705,DO,793.85,1993-10-31,NL,tODD,1,By
8349,103,fy,395.27,1929-12-12,xr,UxjPAJc,3,rZ
8350,818,nK,943.43,1908-06-22,ZV,vrptJQloGg,2,Gy
8351,867,Er,196.74,1991-07-25,vK,PzE,2,bn
8352,590,kz,14.31,1958-04-02,eN,wN,5,Sm
8353,420,bH,464.25,1988-04-24,pH,MvV,1,qL
8354,336,EF,534.21,1952-11-28," x",LtOBN,3,Hr
8355,634,py,696.08,1907-09-21,lJ,RmeFuWVyXQ,2,Qd
8356,155,WH,723.68,1909-02-01,Td,zrg,3,Yt
8357,61,fk,329.1,1952-12-11,aS,aiJLD,1,fs
8358,294,aw,290.91,1901-03-03,ZJ,ZuNl,4,dG
8359,115,OQ,359.05,1950-01-19,kP,kmmUHR,5,Jq
8360,679,it,155.73,1906-11-01,yP,vqYNIa,3,eg
8361,896,zh,948.6,1928-01-13,Ti,WJl,2,aT
8362,465,zu,359.35,1978-08-19,oq,TYMBHnML,1,nW
8363,229,kU,852.9,1998-12-10,bP,QuJV,1," V"
8364,792,Yg,892.88,1924-12-06,dz,hsN,3,Sb
8365,945,mu,799.93,1956-07-12,VP,cWMjJUrcp,3,Rq
8366,479,bn,55.39,1920-11-27,mU,Vdd,2,OK
8367,714,am,120.65,2000-11-03,GI,XAuXjngqb,4,zk
8368,328,aX,725.49,2018-09-05,uj,aSATWw,3,sg
8369,467,wU,787.5,1935-12-17,QR,fmSdL,3,Nx
8370,462,Qo,198.54,1926-04-08,Ff,Qh,3,Hn
8371,294,Ct,75.99,1930-11-26,fL,dek,5,FO
8372,216,Ky,964.18,1973-05-05,yJ,iKYBHWIJp,4,IS
8373,672,uN,961.85,2001-01-20,hx,YuK,1,Kz
8374,900,KB,538.25,1968-02-04,JD,rbQUAOhm,4,tl
8375,450,MM,350.57,1985-06-19,ic,bdGfwX,1,bL
8376,23,OY,709.59,1971-11-16,"K ",IxFz,2,xD
8377,237,xl,286.17,1987-04-30,Ru,oJ,3,TJ
8378,91,yg,99.34,1955-10-22,lV,yatQrhxy,4,VG
8379,564,cN,521.41,1986-11-09,YN,IvpOoasA,4,Ol
8380,420,BH,99.84,1930-01-19,FP,zTENZNDSB,2,KD
8381,574,vF,672.82,2007-02-17,xZ,DkvFaWBxuG,1,XP
8382,579,ii,658.39,2005-09-10,Pc,sJRbvf,3,Xn
8383,194,xG,733.27,1912-03-27,OL,yPC,1,Zx
8384,433,Iw,291.76,2008-01-04,Zn,hDeKrY,1,xC
8385,401,tV,363.78,2019-08-14,Yc,Nr,3,zr
8386,59,CM,464.98,1965-04-07,hj,xG,4,iD
8387,692,LQ,340.52,1965-08-31,zI,DSF rO,5,sw
8388,128,LP,863.78,1951-08-24,mz,y QFZV,3,cj
8389,461,yf,567.5,1928-04-11,qj,PQhNYaVDn,2,"c "
8390,11,Un,821.23,1986-10-14,gO,adXsfanE,4,dS
8391,497,TB,989.43,1961-12-31,DE,ZBvbgP,4,PP
8392,862,Hb,275.09,1991-08-14,Fw,FtBBCr,3,tq
8393,776,ZU,824.72,1958-04-26,"S ",UV,3,Bw
8394,429,kN,327.81,1952-08-11,mY,eFGiJ,3,ji
8395,46,QE,625.48,1903-09-21,gg,YlSlJDiET,2,KK
8396,657,ts,497.01,1996-07-17,UY,yEHHEjkpw,2,Xt
8397,713,rd,616.42,1946-10-22,Iq,mFureUWSls,3,Se
8398,947,kB,890.98,1982-04-07,PX," MHKGffL",1,xv
8399,53,Mf,672.67,1970-01-11,bC,RQBTnIgFpZ,2,yU
8400,352,Qj,560.78,1983-12-13,Io,sFNCb,5,Rc
8401,69,lN,833.3,1904-11-26,xT,ANANkoSFoJ,4,lt
8402,548,Qg,369.78,1933-01-05,Ut,MGF,1,gF
8403,293,oj,573.41,1965-12-10,ms,WQoQbQ,4,iJ
8404,425,jx,795.26,1961-05-29,"D ",JBDo,4,KR
8405,966,QJ,936.63,1908-02-04,Rg,nbEBMXIaCg,5,cb
8406,506,lm,926.22,1952-12-13,in,VUvCwZQ,1,De
8407,995,KS,927.91,1976-02-22,PO,rpX,3,Kk
8408,173,Xb,741.07,1928-07-02,Dr,XsSKcmkHW,5,Gs
8409,243,Hv,598.1,2002-09-26,kH,yDiubpYjZ,2,Hs
8410,875,YG,5.02,2013-03-20,og," ckDwY",1,Gx
8411,13,tv,295.13,1934-06-21,Vv,Wpgw,3,Rg
8412,660,UV,913.47,1928-05-10,mt,FmFLSU,4,im
8413,72,lJ,810.62,2001-06-02,Pj,xGkSKwdynk,3,fU
8414,909,sz,952.31,1964-10-09,eB,"ZS ",4,ZT
8415,317,Ea,532.9,1917-05-27,zJ,Kqig,5,nj
8416,373,Mj,760.17,1910-11-02,Xi,ph,2,Fy
8417,552,sH,787.65,1971-11-20,yZ,eXbgY,1,ow
8418,725,bo,159.27,1980-03-16," Z",lLNlNZZGx,1,oj
8419,829,jm,670.67,2013-08-30,vF,nZwBBiWMKT,2,oi
8420,291,"K ",730.43,1949-11-01,YZ,CCXVgi,2,rr
8421,908,"K ",26.93,1944-05-05,dZ,RVvaBtaPe,5,re
8422,672,Ra,360.4,1929-12-01,CJ,sTsUYq,5,Ra
8423,23,Py,156.4,1956-11-08,Rk,uhfj,2,Wi
8424,210,uX,683.35,1968-03-11,NS,rVeHEBpLd,3,pu
8425,769,FO,907.2,1916-11-25,"D ",NQuxDOpYc,2,RI
8426,702,Io,29.91,1957-04-29,"Q ",WNHOpQKp,3," B"
8427,578,SI,420.33,1910-09-14,sv,IDIQONVH,5,df
8428,161,sE,693.51,1999-07-22,YC,RPjfYdm,2,LV
8429,934,di,894.62,1903-04-17,ai,OHRfd,4,VK
8430,774,sS,620.21,1991-02-18,NP,cBf,1,xu
8431,778,XX,788.98,1971-07-13,gd,fyDwKmWe,3,"B "
8432,374,La,153.06,1937-08-27,qQ,zNK,4,xP
8433,121,mh,169.1,1975-01-17,dj,QwJQnEm,5,XF
8434,187,"q ",592.59,1945-05-25,dN,Zr xNEsi,4,jw
8435,963,ew,116.81,1934-09-15,XW,cn,4,gm
8436,925,"t ",562.52,1903-07-22,Pp,WrGU,1,"a "
8437,144,Lc,944.76,1945-11-16,Yv,sQcWJYca,2,Hr
8438,780,Oj,66.72,1949-09-12,QU,xw,3,KJ
8439,910,tq,213.85,2004-02-12,cO,zekvC,5,Ut
8440,916,hZ,761.05,1915-11-18,hU,HpLJWnc,1,CD
8441,482,Mn,37.65,1963-03-10,ms,HMU,1,"Y "
8442,992,aM,590.43,1959-02-21,GB,QpIqA,4,Wr
8443,248,ui,925.16,1997-02-18,Mf,QAQUNW,4,Rj
8444,630,NM,553.07,1962-11-12,IT,HlwQT,1,OZ
8445,419,GC,405.99,2019-07-12,LM,"fErToh ",1,ff
8446,66,nw,200.67,1901-01-05,br,xoU,5,Yi
8447,716,BK,461.35,1954-11-11,Bl,DoJyKFHCwT,2,tq
8448,415,OD,723.9,1949-09-25,fP,ryfcZMMPYx,4,cC
8449,13,qq,232.81,1925-09-09,iL,yYiCCHJF,3,lk
8450,212,sO,168.55,1963-04-26,Qp,qkpFzhflI,1,Av
8451,412,DH,777.48,1962-01-28,RD,IuFp,4,vk
8452,225,Uo,521.28,1906-06-17,XW,zW,2,JV
8453,278,OW,252.76,1991-07-10,ki,"UMK ",1,ZZ
8454,692,Eb,500.98,1976-01-29,Hh,bXBKas,4,dS
8455,588,SM,790.82,1965-09-26,yJ,PHauWycs A,4,hl
8456,794,Zi,418.54,1928-07-26,HM,OrFcb,1,BM
8457,899,bi,700.96,1949-10-22,Qh,"pgEEpi ",4,FQ
8458,100,hO,615.35,1964-09-07,FT,BXFarKh,2,HX
8459,548,Yj,273.87,1963-09-27,FD,wAiRcVMNvo,1,Ms
8460,307,NK,85.35,2011-09-19,Da,cpzLt,1,xg
8461,389,Eu,477.65,2005-06-12,LM,rKDqVRa,2,oD
8462,131,AG,264.04,1948-12-22,yL,jwtaa,3,Pw
8463,351,Jt,818.39,1950-08-03,pk,"TeRfO ",3,wJ
8464,717,Ep,892.23,1957-01-07,ns,GmN,2,jB
8465,320,DI,630.01,1968-10-11,gd,nc,1,vZ
8466,830,Ck,549.13,2007-01-25,ZY,DUeJfRrA,1,NU
8467,353,"p ",910.66,2014-08-12,Mn,QgdyU,3,ZK
8468,732,uo,291.92,1929-05-14,fy,BlnMSUZDy,3,Aw
8469,391,Mi,14.72,2018-05-20,na,Ztc,1,"Z "
8470,683,xs,656.21,1997-01-14,qb,QpBN,2,JT
8471,669,we,177.19,1919-01-26,TF," npxOetDN",2,Jf
8472,866,Mb,85.3,2003-04-04,Tl,Nrg,3,Ir
8473,199,KW,290.3,1979-10-19,Ij,VChvTBhLcB,4,ut
8474,408,rZ,920.53,1954-02-24,VU,qzcYNy,4,LK
8475,654,Qn,17.74,1934-11-04,RL,CQo,5,nn
8476,438," Y",196.46,1937-10-20,rF,rQfRnZP,4,Bo
8477,166,FA,463.44,1940-07-05,xu,aJOlcV,2,Cm
8478,820,Fm,432.84,1903-01-17,VM,dSGfmyfz,1,Bz
8479,342,ml,962.24,1942-02-26,sp,fYaE,1,TT
8480,671,AB,918.3,1989-06-29,uV,Qi,4,rL
8481,755,ON,77.52,2013-04-25,AB,zMNl,3,zJ
8482,205,wc,174.58,1940-10-09,gF,wZPqSWS,3,Qw
8483,706,jo,970.02,1955-07-05,WV,fC,1,cL
8484,695,PR,459,1988-03-06,oo,kxV,5,eD
8485,551,Ha,940.76,1933-11-12,ho,PAAouNCZsw,1,XE
8486,406,cj,416.82,1938-12-25,Kr,oWie,1,yT
8487,188,VL,945.71,1944-06-20,Qr,Mg,1,QA
8488,711,gq,181.03,1925-05-30,YW,qRkGfz,3,Wj
8489,930,Tl,457.51,2018-08-29,bN,ghAf,5,eG
8490,773,tz,893.52,1951-01-03,Kn,qzMcy elyo,2,tM
8491,524,JW,973.27,1964-08-15,DS,Fjf,4,qU
8492,122,Ww,863.48,2002-12-13,jt,mVO,5,pZ
8493,113,Ld,386.4,1930-10-15,la,hIf,1,Zc
8494,705,ND,232.69,2015-09-05,iS,ytxziku,4,sR
8495,930,RM,777.96,1917-09-28,iF,pFcpJltsz,3,eQ
8496,60,Zu,993.85,1996-01-12,LA,bGB pQD,1,Kd
8497,840,UN,77.26,1918-09-24," K",blrEQVqxJv,4,HM
8498,395,tD,944.2,1912-04-19,xc,eewVREPBdb,3," w"
8499,354,fA,195.76,1930-01-13,lJ,ZJzAhjojH,3,Si
8500,441," J",296.84,2002-11-06,Se,trZOADG,1,lf
8501,465,gC,48.51,1974-12-15,ok,tIIxzA,2,Ob
8502,102,"B ",525.76,1980-09-27,nh,wg,5,iV
8503,437,bL,354.65,1929-02-21,zW,ziLN,3,tL
8504,967,Ql,698.9,1977-07-05,VR,pxaKYGFPXx,4,QZ
8505,606,tB,99.54,1951-06-21,TY,rwdzZsenZB,5,fN
8506,220,Sn,549.06,1917-10-29,WE,tC,4,kW
8507,83,zo,269.72,1954-01-12,cr,FCK,3,NW
8508,798,Tn,844.12,1934-06-28,zs,Az,2,dT
8509,324,Ov,854.29,1990-09-12,Jr,"li ",1,Bl
8510,742,my,53.19,1929-06-05,PT,taNKNX,5,ud
8511,775,Dg,217.16,1915-09-03,en,hN xVori,2,Ys
8512,384,qA,89.04,2008-12-20,dJ,iJcfzApJZ,3,Xk
8513,88,pC,493.14,1971-09-06,XP,LkcTH,5,hX
8514,214,vr,739.92,1954-10-08,yd,NnVbPt,2,mI
8515,383,Mf,509.12,1908-03-22,TM,zOMvwN zeX,4,mI
8516,557,IF,689.33,1976-02-05,Ii,UcfjuCbNX,4,jR
8517,859,YG,539.88,2012-05-29,XO,"sdFWci ",1,Ez
8518,195,Os,161.63,1912-05-07,rx,lzJ aQoyW,1,VU
8519,322,Rc,638.54,1953-08-07,tU,ccCQeer,1,XW
8520,229,CA,621.83,1946-11-09,Wa,u euzpzOsT,1,ug
8521,556,VI,796.29,1981-10-21,AH,NzjJJsbP,2," q"
8522,819,gk,866.01,1959-04-19,gv,gGQu,2,FP
8523,73,fK,815.65,1949-03-24,KG,gCguKwc,4,Ke
8524,810,xw,370.62,1904-11-07,lx,Lrz,3,wT
8525,413,mq,357.31,1901-10-22,ga,lpgSKZh,4,CG
8526,388,Gi,17.83,2009-03-01,Ej,nJwQheA,3,oI
8527,919,NR,95.96,1902-09-03,Se,KQ,5,OM
8528,383,JQ,102.44,2001-12-19,si,ACPb,4,Mg
8529,753,Tq,184.42,1935-05-22,Ra,KPLPNRca,3,rf
8530,575,jI,765.39,1946-10-02,tl,vDPWIAWpJG,2,UZ
8531,835,NO,384.21,1977-08-14,JI,MgDMIUAGcG,2," Y"
8532,691,SS,70.23,1934-10-13,jo," wyHW",3,Kn
8533,974,CR,830.85,1923-03-29,dV,CC,5,ep
8534,95,jA,126.85,2018-09-26,wk,OsGJvKy,4,Xi
8535,824,Wy,828.8,1992-05-23,aF,NlMzr,1,hU
8536,139,iT,44.25,1931-05-30,Ym,oYQzJHYiak,2,zK
8537,752,AW,964.2,1984-09-25,"X ",QE,5,ib
8538,736,IK,453.63,1912-12-15,WZ,Ugkb,5,co
8539,771,eA,697.77,1941-12-24,gS,XRWMECJGCk,1,wm
8540,97,Fx,124.66,1977-10-27,ey,NnzPNs,5,Fv
8541,742,wm,821.02,1920-03-16,NH,tV,1,Xk
8542,695,ur,918.93,1923-03-29,qE,jkAu,2," w"
8543,65,zz,591.9,1918-11-23,uL,SGfqtKn,4,Ct
8544,24," v",306.15,2010-09-29,ov,qhi ASkyxI,5,sr
8545,164,ZL,321.36,1949-11-15,Od,IYcBW,4,KB
8546,542,VQ,158.19,1928-04-02,Eu,bzXTYXh I,5,PD
8547,988,hv,678.2,1986-03-16,Ca,tjpAvOTNFe,2,cY
8548,63,QQ,932.05,1966-01-03,GV,izdLf,4,Nc
8549,527,kt,771.09,1975-07-09,Sv,oVUYFBQinr,1,yG
8550,766,Dc,140.75,1997-07-20,zX,Im,5,Xy
8551,739,tE,778.16,1961-09-30,vR,SAt,4,qB
8552,477,dY,649.66,2003-03-28,rT,KIsKlZc,3,vd
8553,208,qK,684.25,1911-11-10,"c ",ratJ,3,JY
8554,555,SH,115.86,1981-08-22,ko,CbyiOVt,1,Mh
8555,27,Kj,957.52,1981-09-29,TH,Vw,2,gh
8556,226,KP,751.82,2014-06-13,jN,YPFmIcdk,4,NL
8557,750,ds,19.31,1950-07-29,gG,FxEUrwbLM,1,ZH
8558,683,bO,27.05,1925-02-28,Rr,HrxbAdv,1,Fw
8559,701,eb,55.09,1951-11-09,dp,ZPs,3,vj
8560,991,cU,552.02,1968-06-20,En,KckIJr,4,Qe
8561,24,KR,512.47,1979-08-17,dt,gtZ,2,dG
8562,999,"N ",419.48,1979-06-18,sE,nSLB,5,jk
8563,683,IG,391.61,1965-10-20,Rm,lGUa,5,Jm
8564,629,Oy,983.4,1988-05-12,Vu,"KGbKsIpl ",5,Wy
8565,701,KD,715.85,1923-09-26,it,MMUfBeuR,5,aG
8566,452,CE,869.16,1914-05-23,sE,dezbeDSM,1,qa
8567,191,PV,866.82,1902-11-03,vS,Jrq,5,Fr
8568,597,jF,803.26,1966-05-03,tq,noOadgCc,3,tq
8569,89,DP,110.28,1943-11-25,cU,mrLjKr,2,Xb
8570,80,mk,201.18,1913-12-18,iS,sJBo,4,gt
8571,263,LH,67.76,2011-10-11,HO,UDmRSIbfH,5,My
8572,165,xH,644.95,1985-01-18,mf,pASrI,3,eK
8573,548,Zh,525.46,1972-06-26,aT,dHFu,5,"J "
8574,391,bz,191.91,1983-02-17,TL,fD,5,Bm
8575,734,ho,893.99,1976-05-02,kV,qIyy,4,lK
8576,552,pr,74.33,1980-06-26,wa,yUhFX,3,yN
8577,532,vX,266.58,1949-01-30,Ar,Ba,5,hA
8578,172,bR,984.17,1975-04-06,Bz,hrjVrFl,4,pR
8579,141,pU,521.27,1959-03-06,DW,cFuKfLM,1,UQ
8580,924,ti,458.39,2003-03-31,SA,TGIqKYwwW,3,JO
8581,535,qY,622.11,2007-07-02,VQ,yPBjirEr,2,mH
8582,411,Cz,740.45,1938-06-09,yM,MmxdX,3,QU
8583,797,zC,197.72,1988-04-08,GZ,IJcgUvrF,2,xB
8584,353,SB,827.59,2012-11-18,sD,jrUzS,1,MC
8585,517,Kr,158.74,1931-02-25,sV,sKrFzCrcMY,3,pt
8586,205,Vy,862.29,1982-01-12,NI,Deh,4,MB
8587,362,rO,28.4,2017-02-01,yj,WEGNAjeI,5,an
8588,904,Lt,870.61,2013-08-23,AY,zanduH,3,EQ
8589,735,Ch,266.07,1955-12-06,Lc,yfEU,2," t"
8590,689,jx,364.25,1992-09-22,fR,GurJln,2,Su
8591,135,PP,101.6,2001-01-08,lm,CAEtueyQu,3,ad
8592,381,yI,419.84,1961-08-13,qe,KjteOAC,4,gb
8593,303,Pb,8.99,1945-01-14,Vu,zp,5,HH
8594,538,km,5.64,1938-12-25,GL,twQQUP,2," F"
8595,440,Rh,171.43,2011-07-02,Ph,fgHwQvQk,4,Lq
8596,464,qB,267.66,2015-11-22,Km,WdGZHSHUK,5,yQ
8597,136,sv,15.02,1978-07-16,nI,RV,4,CZ
8598,117,LP,233.76,1976-09-22,fj,vzUgwB,2,BS
8599,727,CO,972.65,1921-07-18,uA,Meowjv,5,VK
8600,783,HZ,388.32,1953-01-29,tE,fixRZmNif,4,mB
8601,364,Yj,233.03,1916-10-20,OS,KgEMedm,4,"R "
8602,396,Ff,366.65,1904-08-07,MT,IlVU,1,YB
8603,508,vf,54.41,1929-05-06,Df,cryhLYo,2,XD
8604,245,vs,360.37,1959-07-27,ll,ypFB,2,GK
8605,432,bo,577.26,1900-01-15,zB,ISr,3,rP
8606,691,QV,15.47,1955-07-12,iD,xJdgCFgQ,2,Iw
8607,414,iX,274.54,1923-09-16,EH,txRqzqnWJ,4,pK
8608,408,Ib,462.05,2000-11-04,RV,zyiVTPYD,2,nL
8609,63,hM,495.45,1968-10-17,ZV,dxVIWiXrNf,3,Tn
8610,446,Dx,478.19,1988-06-03,ls,iGKDQP,3,XT
8611,383,Qh,555.24,1919-12-20,mx,KGKQNgc,1,SG
8612,798,oZ,656.76,1943-02-16,za,XtSiAEhGFH,2,eC
8613,268,pR,990.37,1961-09-27,fe,jMjIdrr,5,oR
8614,310,OI,449.25,1928-04-05,la,SeP,4,TQ
8615,584,Nf,9.04,1935-08-20,eD,bM,5,zy
8616,173,at,39.43,1903-08-02,Qs,DeKZbb,2,Rt
8617,127,jN,329.32,1972-08-30,hy,CZZjpmUvKx,2,bA
8618,588,FR,345.45,2004-08-01,PQ,BnuIktD,3,gm
8619,627,mR,829.86,1950-08-06,Gv,LSwKoE,1,mP
8620,60,xe,769.88,1951-03-08,Eh,oYS,4,qF
8621,592,sM,723.26,1909-08-26,Pj,oj,4,wM
8622,308,GC,959.41,1991-11-10,oh,nSsvEpXfY,1,pF
8623,113,NE,543.09,1960-08-08,lL,SeudFXHkax,2,fu
8624,498,mI,761.98,1931-03-27," O",ceuRVPA,3,NR
8625,771,gO,120.34,1969-09-14,DN,utXZ,1,Vy
8626,134,xf,172.58,1978-09-29,pT,YjEefTg,1,PQ
8627,446,Yv,537.98,1948-10-05,Xl,UZLUeDW,2,tS
8628,486,sx,675.1,1937-03-11,Pv,eUdCkYcy,5,GK
8629,435,oA,716.97,2018-05-22,bQ,LLKZTZMY,1,MH
8630,755,YU,788.29,1971-11-18,LF,XBgqmWOPkf,3,ki
8631,379,Uu,894.47,1995-05-23,zv,SuQ,1," T"
8632,620,vD,706.88,1923-02-14,NK,ywwPXISgFY,2,VG
8633,680,rx,304.96,1935-08-26,ZA,vDfcQmp,4,ZT
8634,643,Xg,566.94,1990-05-04,qW,fmwOZzqSc,5,XO
8635,658,lO,441.57,1907-12-23,lC,zEH,3,Qi
8636,405,hh,826.38,2004-08-18,sP,SiE,3,sw
8637,755,JQ,92.62,1928-04-08,tO,TIRbbAheT,5,MX
8638,689,Bd,424.09,1964-01-15,LG,ehZc,1,WQ
8639,529,xH,561.44,1912-07-14,wA,jYS,4,cV
8640,771,oj,931.3,1910-03-05,WQ,SC,3,dA
8641,401,sY,702.61,1948-01-31,jf,oA,5,WL
8642,670,"a ",519.58,1975-04-29,jI,PQ,3,"P "
8643,514,Xa,709.13,1936-11-02,wv,rKdq,2,qD
8644,985,kQ,786.56,1918-05-18,ix,BsuHo,1,bQ
8645,14," p",714.45,2000-05-09,BQ,au,1,wX
8646,903,rd,887.89,1939-03-27,zw,moHgz,3,cP
8647,230,Vr,415.12,1908-03-28,pV,pqfYv,1,Ob
8648,268,Ci,988.66,1918-03-04,yz,KNgpQvfaYf,5,Xk
8649,224,vk,30.45,2011-02-09,bd,YGSsCTrT,2,Yc
8650,158,sg,525.47,1908-03-19,BB,Jvgogwn,2,QJ
8651,493,ZP,277.13,1972-02-22,KD,z QkfW,5,rW
8652,623,fm,190.82,1929-02-27,sY,wKn,4,rS
8653,166,Cx,20.37,2006-04-13,df,iWdCzXU,1,Fp
8654,194,LP,651.81,1978-07-03,dU,iTGD,4,nv
8655,640,RC,440.01,1982-07-10,sd,uLGk,1,FE
8656,682,bP,131.43,1948-11-20,uN,UGsylcW,4,zO
8657,381,xI,965.49,1900-08-29,tJ,txFYqn,4,QQ
8658,246,pE,616.7,1902-09-04,PO,DEfOICenBV,4,VI
8659,650,pI,510.58,1949-07-10,Px,pQmREAAKZ,3,qO
8660,301,gx,849.87,1959-11-09,gr,NC,1,Tl
8661,173,no,289.93,2012-08-28,gp," FOrX ",1,Cs
8662,903,KM,65.38,1981-06-01,fK,olNvTsqtL,4,Is
8663,762,Wh,678.82,1925-10-19,JC,QlkH,5,pX
8664,598,qZ,580.81,1937-02-05,HU,FDS,4,YM
8665,738,"E ",992.28,1927-10-20,cX,Kn,1,PQ
8666,200,tM,51.4,1954-12-02,Kg,vxVEuog,3,Zz
8667,253,yM,438.03,1999-06-28,Ig,nwxzzLPJE,2,xE
8668,171," E",838.15,1955-01-17,RU,skEpTU,3,YL
8669,660,Xp,724.8,1970-05-02,vq,MrCD,1,kM
8670,222,bk,563.35,1911-01-12,Js,CZL,4,Vb
8671,923,Ba,109.49,1953-02-15,Xl,XFkCJx,3,rP
8672,24,ZE,491.45,1975-11-23,PX,GiaGQfTsIQ,5,cj
8673,359,yj,63.16,1964-12-22,JE,kmdIyEIkN,2,Id
8674,144,jL,194.73,2005-04-22,Xp,MYx,2,PW
8675,344,HZ,45.71,1938-09-01,"n ",XD,3,yV
8676,842,oT,783.15,1991-03-28,is,nWWfCA,5,Yw
8677,10,Va,835.75,1927-09-18,Wk,gy,3,fj
8678,204,oH,173.47,1913-02-07,Ql,DWw,2,in
8679,273,nM,534.43,1901-02-04,dH,vfEvDcer,1,"D "
8680,289,Sg,641.53,1962-01-07," r",pk,4,hD
8681,972,Ok,707.87,2000-10-25,lP,GEQrT,1,Lm
8682,188,uT,111.38,1910-09-02,Gk,fJH,2,EQ
8683,38,Vy,730.34,2010-10-22,UG,OvAkkXeoms,1,GW
8684,150,zM,906.79,1942-03-21,yq,pTqV,2,Zk
8685,758,NK,753.73,1930-12-09,YY,GGPYGfdN,4,wg
8686,13,wB,89.35,1933-03-03,OO,AXPGkxB,2,cr
8687,821,dg,21.23,1923-09-17,aW,jKJXLz,2,cn
8688,133,Uq,321.88,2008-03-17,Dw,uqNSF,1,Pc
8689,210,EN,700.79,1950-07-17,xv,evEhhU,1,ua
8690,212,lm,122.89,1974-08-19,"i ",tZg,4,nq
